,year,latitude,longitude,sea_temp_c,air_temp_c,humidity,wind_ew,wind_ns
39,1997.0,0.0,-110.0,28.47999954,26.29000092,88.90000153,-1.799999952,-1.299999952
40,1997.0,0.0,-110.0,28.55999947,27.17000008,83.80000305,-3.599999905,3.0
41,1997.0,0.0,-110.0,28.59000015,27.5,84.59999847,-3.900000095,4.099999905
42,1997.0,0.0,-110.0,28.45999908,26.21999931,89.30000305,1.200000048,3.599999905
43,1997.0,0.0,-110.0,28.42000008,27.78000069,78.90000153,-4.0,4.699999809
44,1997.0,0.0,-110.0,28.54999924,27.64999962,78.5,-3.599999905,3.200000048
45,1997.0,0.0,-110.0,28.52000046,26.57999992,85.59999847,-2.0,3.799999952
46,1997.0,0.0,-110.0,28.51000023,27.21999931,82.09999847,-2.400000095,3.5
47,1997.0,0.0,-110.0,28.71999931,27.20000076,81.0,-0.899999976,0.100000001
48,1997.0,0.0,-110.0,28.97999954,27.68000031,82.80000305,-3.799999952,2.200000048
49,1997.0,0.0,-110.0,28.56999969,26.59000015,89.40000153,-4.599999905,2.900000095
50,1997.0,0.0,-110.0,28.5,27.27000046,87.19999695,-5.599999905,1.200000048
51,1997.0,0.0,-110.0,28.53000069,26.52000046,90.30000305,-3.599999905,-1.100000024
52,1997.0,0.0,-110.0,28.72999954,27.63999939,87.0,-2.099999905,2.299999952
53,1997.0,0.0,-110.0,29.02000046,27.78000069,83.40000153,-4.099999905,-0.100000001
54,1997.0,0.0,-110.0,28.94000053,27.23999977,86.5,-4.800000191,0.899999976
55,1997.0,0.0,-110.0,28.86000061,27.39999962,86.90000153,-6.300000191,0.699999988
56,1997.0,0.0,-110.0,28.78000069,26.77000046,89.80000305,-5.0,0.100000001
57,1997.0,0.0,-110.0,28.82999992,27.14999962,86.30000305,-1.399999976,0.5
58,1997.0,0.0,-110.0,29.07999992,27.30999947,86.80000305,0.200000003,1.600000024
59,1997.0,0.0,-110.0,28.90999985,27.48999977,86.09999847,-5.599999905,1.5
60,1997.0,0.0,-110.0,28.73999977,27.30999947,88.90000153,-6.400000095,-0.899999976
61,1997.0,0.0,-110.0,28.64999962,27.73999977,89.30000305,-7.199999809,-4.0
62,1997.0,0.0,-110.0,28.56999969,27.60000038,90.40000153,-7.900000095,-2.299999952
63,1997.0,0.0,-110.0,28.51000023,28.37000084,88.0,-5.400000095,-6.199999809
64,1997.0,0.0,-110.0,28.59000015,28.28000069,88.09999847,0.100000001,-4.400000095
65,1997.0,0.0,-110.0,28.47999954,26.42000008,90.19999695,0.800000012,2.200000048
66,1997.0,0.0,-110.0,28.62999916,27.62999916,81.90000153,0.100000001,2.400000095
67,1997.0,0.0,-110.0,29.0,28.10000038,82.30000305,-0.400000006,0.899999976
68,1997.0,0.0,-110.0,29.09000015,27.28000069,87.09999847,-2.400000095,-1.0
69,1997.0,0.0,-110.0,28.78000069,27.42000008,88.19999695,-1.899999976,-1.399999976
70,1997.0,0.0,-110.0,28.76000023,27.32999992,89.59999847,-3.099999905,-0.400000006
71,1997.0,0.0,-110.0,28.78000069,26.90999985,88.5,-2.900000095,1.600000024
72,1997.0,0.0,-110.0,29.03000069,28.07999992,86.80000305,-3.900000095,-1.700000048
73,1997.0,0.0,-110.0,28.78000069,26.97999954,91.30000305,-3.900000095,-3.700000048
74,1997.0,0.0,-110.0,28.76000023,27.63999939,85.80000305,-2.400000095,-2.400000095
75,1997.0,0.0,-110.0,28.72999954,27.12999916,89.59999847,-1.899999976,-0.800000012
76,1997.0,0.0,-110.0,28.65999985,26.82999992,92.09999847,-1.5,3.900000095
77,1997.0,0.0,-110.0,28.70000076,27.05999947,89.90000153,1.799999952,0.800000012
78,1997.0,0.0,-110.0,28.82999992,27.68000031,86.0,0.800000012,-0.699999988
79,1997.0,0.0,-110.0,28.88999939,27.87000084,86.69999695,-3.599999905,-0.800000012
80,1997.0,0.0,-110.0,28.81999969,27.84000015,86.69999695,-3.700000048,-0.400000006
81,1997.0,0.0,-110.0,28.89999962,26.89999962,90.90000153,-2.799999952,-1.700000048
82,1997.0,0.0,-110.0,29.04000092,27.54999924,89.0,-4.099999905,-1.600000024
83,1997.0,0.0,-110.0,29.05999947,27.52000046,88.0,-1.299999952,-0.699999988
84,1997.0,0.0,-110.0,29.0,27.28000069,90.09999847,-3.099999905,0.5
85,1997.0,0.0,-110.0,29.04000092,27.80999947,87.59999847,-2.799999952,-1.5
86,1997.0,0.0,-110.0,29.21999931,28.39999962,85.30000305,-2.900000095,-1.700000048
87,1997.0,0.0,-110.0,29.32999992,27.67000008,89.69999695,-0.899999976,2.099999905
88,1997.0,0.0,-110.0,29.29000092,27.95000076,88.19999695,-0.300000012,0.300000012
89,1997.0,0.0,-110.0,29.40999985,27.78000069,89.90000153,-2.5,-1.5
90,1997.0,0.0,-110.0,29.32999992,28.29999924,89.09999847,-3.099999905,-1.200000048
91,1997.0,0.0,-110.0,29.54999924,28.32999992,87.59999847,-3.299999952,-1.299999952
92,1997.0,0.0,-95.0,26.79000092,26.38999939,79.40000153,-4.5,4.900000095
93,1997.0,0.0,-95.0,26.68000031,26.19000053,77.69999695,-3.599999905,6.0
94,1997.0,0.0,-95.0,26.62000084,26.14999962,78.40000153,-2.599999905,6.099999905
95,1997.0,0.0,-95.0,26.59000015,26.38999939,80.5,-2.400000095,5.0
96,1997.0,0.0,-95.0,26.63999939,26.27000046,81.90000153,-2.900000095,6.900000095
97,1997.0,0.0,-95.0,26.69000053,26.35000038,78.40000153,-2.299999952,6.400000095
98,1997.0,0.0,-95.0,26.85000038,26.14999962,75.90000153,-1.200000048,4.5
99,1997.0,0.0,-95.0,26.90999985,25.82999992,78.40000153,0.899999976,4.0
100,1997.0,0.0,-95.0,27.03000069,26.27000046,73.80000305,0.200000003,5.099999905
101,1997.0,0.0,-95.0,27.23999977,26.30999947,73.5,-1.100000024,3.900000095
102,1997.0,0.0,-95.0,27.45999908,26.59000015,75.59999847,-0.600000024,3.400000095
103,1997.0,0.0,-95.0,27.48999977,26.87000084,78.69999695,-1.899999976,5.400000095
104,1997.0,0.0,-95.0,27.39999962,26.62999916,81.59999847,-2.799999952,5.300000191
105,1997.0,0.0,-95.0,27.62000084,26.67000008,79.40000153,-3.0,5.300000191
106,1997.0,0.0,-95.0,27.72999954,26.79000092,78.0,-3.599999905,6.0
107,1997.0,0.0,-95.0,27.69000053,,79.80000305,-0.600000024,4.199999809
108,1997.0,0.0,-95.0,27.62999916,,74.5,-3.900000095,5.800000191
109,1997.0,0.0,-95.0,27.51000023,,76.30000305,-2.799999952,5.300000191
110,1997.0,0.0,-95.0,27.54000092,,81.59999847,-2.299999952,5.599999905
111,1997.0,0.0,-95.0,27.46999931,,81.90000153,-4.599999905,6.099999905
112,1997.0,0.0,-95.0,27.44000053,,74.19999695,-4.400000095,6.5
113,1997.0,0.0,-95.0,27.45000076,,72.09999847,-2.599999905,6.099999905
114,1997.0,0.0,-95.0,27.52000046,,72.40000153,-0.100000001,4.900000095
115,1997.0,0.0,-95.0,27.48999977,,81.59999847,1.299999952,2.700000048
116,1997.0,0.0,-95.0,27.60000038,,74.5,-1.0,5.5
117,1997.0,0.0,-95.0,27.59000015,,73.80000305,-0.699999988,6.199999809
118,1997.0,0.0,-95.0,27.55999947,,75.59999847,-1.600000024,6.099999905
119,1997.0,0.0,-95.0,27.53000069,,75.90000153,-2.200000048,7.199999809
120,1997.0,0.0,-95.0,27.54999924,,76.59999847,-2.700000048,6.5
121,1997.0,0.0,-95.0,27.60000038,,80.19999695,0.100000001,6.099999905
122,1997.0,0.0,-95.0,27.60000038,,81.90000153,-1.200000048,4.900000095
123,1997.0,0.0,-95.0,27.61000061,,83.0,-2.900000095,4.300000191
124,1997.0,0.0,-95.0,27.70000076,,80.90000153,-5.300000191,4.599999905
125,1997.0,0.0,-95.0,27.75,,78.40000153,-4.400000095,5.099999905
126,1997.0,0.0,-95.0,27.80999947,,83.0,-4.699999809,2.700000048
127,1997.0,0.0,-95.0,27.87000084,,84.40000153,-4.5,2.400000095
128,1997.0,0.0,-95.0,27.96999931,,84.0,-4.099999905,2.799999952
129,1997.0,0.0,-95.0,28.03000069,,83.30000305,-2.900000095,3.5
130,1997.0,0.0,-95.0,27.96999931,,83.0,-3.5,4.400000095
131,1997.0,0.0,-95.0,28.13999939,,82.30000305,-4.099999905,4.699999809
132,1997.0,0.0,-95.0,28.02000046,,85.09999847,-1.5,1.399999976
133,1997.0,0.0,-95.0,27.93000031,,79.40000153,-3.400000095,4.199999809
134,1997.0,0.0,-95.0,28.0,,79.80000305,-3.0,4.099999905
135,1997.0,0.0,-95.0,28.01000023,,84.40000153,-2.099999905,4.400000095
136,1997.0,0.0,-95.0,27.90999985,,87.5,0.200000003,1.299999952
137,1997.0,0.0,-95.0,27.88999939,,83.30000305,-0.100000001,2.200000048
138,1997.0,0.0,-95.0,28.14999962,,82.30000305,-2.0,2.799999952
139,1997.0,0.0,-95.0,28.46999931,,81.59999847,-2.299999952,1.299999952
140,1997.0,0.0,-95.0,28.61000061,,79.09999847,-4.0,0.899999976
141,1997.0,0.0,-95.0,28.73999977,,78.69999695,-4.599999905,-0.800000012
142,1997.0,0.0,-95.0,28.73999977,,80.5,-4.699999809,1.200000048
143,1997.0,0.0,-95.0,28.82999992,,80.5,-4.0,1.100000024
144,1997.0,0.0,-95.0,28.79000092,,85.09999847,-4.900000095,0.100000001
145,1997.0,0.0,-95.0,28.32999992,,88.90000153,-1.600000024,1.0
146,1997.0,0.0,-95.0,28.20999908,,84.69999695,2.099999905,-0.600000024
147,1997.0,0.0,-95.0,28.40999985,,79.40000153,-2.299999952,1.5
148,1997.0,0.0,-95.0,28.73999977,,73.80000305,-1.5,0.200000003
149,1997.0,0.0,-95.0,28.93000031,,82.30000305,0.600000024,2.599999905
150,1997.0,0.0,-95.0,28.54999924,,84.40000153,1.600000024,-1.0
151,1997.0,0.0,-95.0,28.75,,84.0,0.200000003,2.700000048
152,1997.0,0.0,-95.0,28.75,,81.90000153,-3.400000095,2.099999905
153,1997.0,0.0,-95.0,28.95000076,,80.5,-5.199999809,-3.400000095
154,1997.0,0.0,-95.0,28.82999992,,79.09999847,-5.300000191,-4.400000095
155,1997.0,0.0,-95.0,28.71999931,,80.19999695,-5.199999809,-3.400000095
156,1997.0,0.0,-95.0,28.54000092,,82.59999847,-2.700000048,-1.600000024
157,1997.0,0.0,-95.0,28.25,,84.69999695,1.899999976,1.799999952
158,1997.0,0.0,-95.0,28.36000061,,86.09999847,4.300000191,1.100000024
159,1997.0,0.0,-95.0,28.20999908,,85.80000305,2.700000048,1.600000024
160,1997.0,0.0,-95.0,28.13999939,,86.5,-1.899999976,-2.200000048
161,1997.0,0.0,-95.0,28.61000061,,80.5,-2.900000095,-1.799999952
162,1997.0,0.0,-95.0,28.92000008,,80.90000153,-3.0,-0.600000024
163,1997.0,0.0,-95.0,28.90999985,,80.5,-2.200000048,-2.900000095
164,1997.0,0.0,-95.0,29.22999954,,78.40000153,0.100000001,-2.5
165,1997.0,0.0,-95.0,29.35000038,,79.09999847,-2.700000048,-1.799999952
166,1997.0,0.0,-95.0,29.38999939,,77.30000305,-3.200000048,-4.400000095
167,1997.0,0.0,-95.0,29.23999977,,80.5,-2.900000095,-3.400000095
168,1997.0,0.0,-95.0,29.13999939,,79.40000153,-1.5,0.0
169,1997.0,0.0,-95.0,29.13999939,,82.30000305,-1.299999952,-4.099999905
170,1997.0,0.0,-95.0,29.0,,75.59999847,-0.699999988,-2.799999952
171,1997.0,0.0,-95.0,29.37999916,,77.0,-2.299999952,-1.299999952
172,1997.0,0.0,-95.0,29.56999969,,79.09999847,-2.0,1.700000048
173,1997.0,0.0,-95.0,29.64999962,,77.0,-2.0,0.800000012
174,1997.0,0.0,-95.0,29.88999939,,74.5,-3.0,-0.200000003
175,1997.0,0.0,-95.0,30.17000008,,77.69999695,-1.399999976,0.699999988
176,1997.0,0.0,-95.0,29.95000076,,78.0,0.899999976,-4.0
177,1997.0,0.0,-95.0,29.62999916,,76.30000305,-0.400000006,-3.900000095
178,1997.0,0.0,-95.0,29.55999947,,79.09999847,-2.299999952,0.400000006
179,1997.0,0.0,-95.0,29.44000053,,83.0,-0.200000003,2.0
180,1997.0,0.0,-95.0,29.47999954,,84.0,1.899999976,-1.200000048
181,1997.0,0.0,-95.0,29.43000031,,81.19999695,-0.400000006,0.5
182,1997.0,0.0,-95.0,29.37999916,,79.80000305,-3.900000095,2.599999905
183,1997.0,0.0,-95.0,29.20999908,,79.40000153,-4.099999905,-1.100000024
184,1997.0,-5.0,-95.0,26.60000038,25.46999931,82.30000305,-6.800000191,5.099999905
185,1997.0,-5.0,-95.0,26.64999962,25.62999916,79.90000153,-5.800000191,5.199999809
186,1997.0,-5.0,-95.0,26.67000008,25.20000076,85.69999695,-5.199999809,5.300000191
187,1997.0,-5.0,-95.0,26.59000015,25.46999931,85.19999695,-5.400000095,4.099999905
188,1997.0,-5.0,-95.0,26.47999954,25.81999969,81.90000153,-5.099999905,5.0
189,1997.0,-5.0,-95.0,26.54999924,25.78000069,79.0,-3.400000095,4.400000095
190,1997.0,-5.0,-95.0,26.63999939,25.73999977,77.40000153,-3.200000048,4.199999809
191,1997.0,-5.0,-95.0,26.82999992,25.73999977,76.09999847,-1.100000024,3.700000048
192,1997.0,-5.0,-95.0,26.82999992,25.86000061,78.19999695,-3.099999905,3.599999905
193,1997.0,-5.0,-95.0,26.78000069,25.86000061,81.5,-4.900000095,3.599999905
194,1997.0,-5.0,-95.0,26.81999969,26.01000023,81.09999847,-4.800000191,4.0
195,1997.0,-5.0,-95.0,26.81999969,25.96999931,82.80000305,-5.5,4.699999809
196,1997.0,-5.0,-95.0,26.79999924,26.12999916,84.0,-5.5,6.099999905
197,1997.0,-5.0,-95.0,26.78000069,25.78000069,84.0,-6.5,3.700000048
198,1997.0,-5.0,-95.0,26.77000046,26.09000015,80.69999695,-6.300000191,4.599999905
199,1997.0,-5.0,-95.0,26.80999947,25.96999931,79.0,-4.599999905,4.0
200,1997.0,-5.0,-95.0,26.88999939,26.04999924,79.40000153,-6.0,3.200000048
201,1997.0,-5.0,-95.0,26.90999985,26.12999916,79.90000153,-5.800000191,4.0
202,1997.0,-5.0,-95.0,26.89999962,26.31999969,82.80000305,-5.5,5.900000095
203,1997.0,-5.0,-95.0,26.88999939,26.04999924,81.09999847,-6.5,4.900000095
204,1997.0,-5.0,-95.0,26.89999962,25.81999969,80.69999695,-5.400000095,4.099999905
205,1997.0,-5.0,-95.0,26.93000031,26.20000076,78.19999695,-5.300000191,2.700000048
206,1997.0,-5.0,-95.0,27.04999924,26.44000053,79.0,-3.0,4.400000095
207,1997.0,-5.0,-95.0,27.11000061,26.36000061,81.09999847,-3.599999905,4.0
208,1997.0,-5.0,-95.0,27.11000061,26.12999916,79.90000153,-4.099999905,3.900000095
209,1997.0,-5.0,-95.0,27.12000084,26.28000069,79.40000153,-4.0,4.5
210,1997.0,-5.0,-95.0,27.11000061,26.44000053,77.80000305,-5.199999809,4.099999905
211,1997.0,-5.0,-95.0,27.13999939,26.46999931,72.80000305,-5.099999905,3.700000048
212,1997.0,-5.0,-95.0,27.15999985,26.46999931,77.0,-5.699999809,3.5
213,1997.0,-5.0,-95.0,27.19000053,26.51000023,79.0,-5.199999809,4.099999905
214,1997.0,-5.0,-95.0,27.22999954,26.67000008,83.19999695,-5.099999905,4.699999809
215,1997.0,-5.0,-95.0,27.28000069,26.67000008,84.0,-6.099999905,4.599999905
216,1997.0,-5.0,-95.0,27.32999992,26.67000008,81.90000153,-6.0,4.199999809
217,1997.0,-5.0,-95.0,27.39999962,26.67000008,80.69999695,-6.0,2.799999952
218,1997.0,-5.0,-95.0,27.53000069,26.97999954,78.59999847,-5.099999905,3.700000048
219,1997.0,-5.0,-95.0,27.56999969,26.97999954,82.30000305,-5.300000191,4.699999809
220,1997.0,-5.0,-95.0,27.59000015,26.86000061,82.80000305,-4.199999809,5.5
221,1997.0,-5.0,-95.0,27.61000061,27.04999924,84.0,-4.099999905,5.099999905
222,1997.0,-5.0,-95.0,27.56999969,27.04999924,85.69999695,-4.900000095,4.800000191
223,1997.0,-5.0,-95.0,27.55999947,27.12999916,86.90000153,-5.5,3.700000048
224,1997.0,-5.0,-95.0,27.55999947,27.09000015,83.59999847,-5.0,5.199999809
225,1997.0,-5.0,-95.0,27.60000038,26.86000061,84.0,-5.199999809,4.099999905
226,1997.0,-5.0,-95.0,27.61000061,26.86000061,85.19999695,-4.699999809,3.799999952
227,1997.0,-5.0,-95.0,27.55999947,27.01000023,83.19999695,-5.5,5.099999905
228,1997.0,-5.0,-95.0,27.56999969,26.97999954,82.30000305,-4.900000095,6.0
229,1997.0,-5.0,-95.0,27.60000038,26.94000053,78.59999847,-5.0,5.199999809
230,1997.0,-5.0,-95.0,27.62000084,26.86000061,85.19999695,-4.400000095,5.5
231,1997.0,-5.0,-95.0,27.61000061,26.97999954,84.80000305,-3.5,5.800000191
232,1997.0,-5.0,-95.0,27.59000015,26.70999908,86.5,-4.900000095,5.0
233,1997.0,-5.0,-95.0,27.65999985,26.73999977,90.59999847,-4.699999809,2.599999905
234,1997.0,-5.0,-95.0,27.68000031,27.17000008,88.09999847,-6.599999905,3.099999905
235,1997.0,-5.0,-95.0,27.63999939,26.94000053,87.69999695,-7.900000095,4.5
236,1997.0,-5.0,-95.0,27.60000038,27.20999908,81.5,-6.900000095,3.700000048
237,1997.0,-5.0,-95.0,27.62999916,27.12999916,79.40000153,-4.699999809,4.800000191
238,1997.0,-5.0,-95.0,27.65999985,27.04999924,81.90000153,-4.300000191,3.700000048
239,1997.0,-5.0,-95.0,27.64999962,27.12999916,86.90000153,-5.5,3.900000095
240,1997.0,-5.0,-95.0,27.59000015,27.28000069,86.90000153,-5.900000095,4.800000191
241,1997.0,-5.0,-95.0,27.60000038,27.09000015,84.80000305,-5.199999809,5.300000191
242,1997.0,-5.0,-95.0,27.60000038,27.04999924,77.0,-4.300000191,5.099999905
243,1997.0,-5.0,-95.0,27.54999924,27.04999924,79.0,-5.300000191,3.5
244,1997.0,-5.0,-95.0,27.54999924,26.86000061,87.30000305,-6.099999905,3.799999952
245,1997.0,-5.0,-95.0,27.65999985,26.89999962,91.90000153,-6.300000191,2.400000095
246,1997.0,-5.0,-95.0,27.70999908,27.39999962,91.0,-6.099999905,3.599999905
247,1997.0,-5.0,-95.0,27.79999924,27.39999962,88.09999847,-7.099999905,3.700000048
248,1997.0,-5.0,-95.0,27.90999985,27.36000061,82.80000305,-5.199999809,4.5
249,1997.0,-5.0,-95.0,28.11000061,27.31999969,81.90000153,-2.599999905,4.300000191
250,1997.0,-5.0,-95.0,28.20999908,27.67000008,83.59999847,-2.599999905,4.300000191
251,1997.0,-5.0,-95.0,28.28000069,27.62999916,83.59999847,-3.700000048,3.700000048
252,1997.0,-5.0,-95.0,28.31999969,27.47999954,86.90000153,-4.900000095,2.799999952
253,1997.0,-5.0,-95.0,28.35000038,27.47999954,88.59999847,-5.699999809,3.5
254,1997.0,-5.0,-95.0,28.38999939,27.62999916,90.19999695,-6.699999809,3.5
255,1997.0,-5.0,-95.0,28.36000061,27.12999916,90.59999847,-4.5,4.599999905
256,1997.0,-5.0,-95.0,28.22999954,26.73999977,91.0,-3.099999905,5.0
257,1997.0,-5.0,-95.0,28.26000023,27.62999916,83.19999695,-5.199999809,4.099999905
258,1997.0,-5.0,-95.0,28.30999947,27.36000061,85.69999695,-3.700000048,2.599999905
259,1997.0,-5.0,-95.0,28.43000031,27.75,88.09999847,-4.0,2.900000095
260,1997.0,-5.0,-95.0,28.60000038,27.67000008,89.0,-0.800000012,3.099999905
261,1997.0,-5.0,-95.0,28.62999916,27.09000015,92.69999695,-3.299999952,1.399999976
262,1997.0,-5.0,-95.0,28.04999924,25.65999985,94.80000305,-1.0,0.800000012
263,1997.0,-5.0,-95.0,28.32999992,27.20999908,88.09999847,-4.599999905,4.0
264,1997.0,-5.0,-95.0,28.46999931,27.47999954,83.59999847,-4.199999809,5.699999809
265,1997.0,-5.0,-95.0,28.35000038,26.89999962,89.40000153,-4.400000095,5.199999809
266,1997.0,-5.0,-95.0,28.23999977,27.28000069,90.59999847,-3.5,6.0
267,1997.0,-5.0,-95.0,28.15999985,27.28000069,91.90000153,-4.5,6.199999809
268,1997.0,-5.0,-95.0,27.95000076,26.54999924,94.80000305,-1.700000048,5.0
269,1997.0,-5.0,-95.0,28.11000061,26.70999908,90.59999847,-0.5,3.400000095
270,1997.0,-5.0,-95.0,28.26000023,27.79000092,88.09999847,-2.599999905,5.300000191
271,1997.0,-5.0,-95.0,28.31999969,27.55999947,92.69999695,-3.599999905,3.0
272,1997.0,-5.0,-95.0,28.39999962,27.59000015,92.69999695,-3.5,1.399999976
273,1997.0,-5.0,-95.0,28.61000061,27.79000092,89.0,-3.799999952,1.799999952
274,1997.0,-5.0,-95.0,28.57999992,28.17000008,87.30000305,-4.300000191,5.699999809
275,1997.0,-5.0,-95.0,28.94000053,28.10000038,90.19999695,-4.5,4.599999905
276,1997.0,-2.0,-110.0,27.54999924,27.19000053,75.5,-6.800000191,4.599999905
277,1997.0,-2.0,-110.0,27.53000069,26.87000084,75.09999847,-5.199999809,4.900000095
278,1997.0,-2.0,-110.0,27.51000023,26.98999977,73.59999847,-5.699999809,4.199999809
279,1997.0,-2.0,-110.0,27.56999969,26.98999977,73.59999847,-4.699999809,1.799999952
280,1997.0,-2.0,-110.0,27.63999939,26.95000076,75.09999847,-3.599999905,3.700000048
281,1997.0,-2.0,-110.0,27.65999985,26.98999977,74.0,-4.400000095,2.400000095
282,1997.0,-2.0,-110.0,27.78000069,26.98999977,74.40000153,-1.799999952,3.299999952
283,1997.0,-2.0,-110.0,27.75,27.11000061,75.90000153,-3.700000048,4.300000191
284,1997.0,-2.0,-110.0,27.70999908,26.87000084,75.5,-4.300000191,4.400000095
285,1997.0,-2.0,-110.0,27.81999969,27.14999962,74.69999695,-3.5,3.099999905
286,1997.0,-2.0,-110.0,28.0,27.22999954,76.69999695,-4.5,3.0
287,1997.0,-2.0,-110.0,28.06999969,27.27000046,79.0,-4.800000191,2.599999905
288,1997.0,-2.0,-110.0,28.06999969,26.90999985,82.90000153,-3.799999952,3.5
289,1997.0,-2.0,-110.0,27.95999908,25.88999939,86.40000153,-2.599999905,3.400000095
290,1997.0,-2.0,-110.0,28.01000023,26.82999992,82.5,-4.199999809,1.5
291,1997.0,-2.0,-110.0,28.23999977,27.14999962,82.90000153,-4.400000095,2.799999952
292,1997.0,-2.0,-110.0,28.26000023,26.76000023,83.69999695,-5.900000095,4.400000095
293,1997.0,-2.0,-110.0,28.18000031,27.27000046,77.80000305,-6.099999905,5.5
294,1997.0,-2.0,-110.0,28.12000084,27.30999947,77.09999847,-7.400000095,4.599999905
295,1997.0,-2.0,-110.0,28.04999924,27.35000038,77.09999847,-6.5,6.5
296,1997.0,-2.0,-110.0,27.98999977,27.11000061,78.59999847,-5.199999809,7.300000191
297,1997.0,-2.0,-110.0,27.93000031,26.98999977,74.40000153,-3.200000048,5.900000095
298,1997.0,-2.0,-110.0,28.0,27.30999947,74.69999695,-2.299999952,2.900000095
299,1997.0,-2.0,-110.0,28.03000069,27.70000076,78.19999695,-5.099999905,2.900000095
300,1997.0,-2.0,-110.0,28.04999924,27.86000061,80.19999695,-5.800000191,1.5
301,1997.0,-2.0,-110.0,28.06999969,27.51000023,79.40000153,-5.400000095,4.599999905
302,1997.0,-2.0,-110.0,28.07999992,27.62999916,77.80000305,-4.5,4.400000095
303,1997.0,-2.0,-110.0,28.07999992,27.59000015,77.09999847,-5.300000191,4.300000191
304,1997.0,-2.0,-110.0,28.06999969,27.54999924,77.5,-6.900000095,4.400000095
305,1997.0,-2.0,-110.0,28.09000015,27.73999977,71.59999847,-5.400000095,3.900000095
306,1997.0,-2.0,-110.0,28.12999916,27.35000038,74.69999695,-3.599999905,4.699999809
307,1997.0,-2.0,-110.0,28.10000038,27.46999931,81.30000305,-4.800000191,5.099999905
308,1997.0,-2.0,-110.0,28.06999969,27.43000031,83.69999695,-5.900000095,4.400000095
